FIRM,ESTAB,EMP,FIRMDEATH_FIRMS,ESTABS_ENTRY,ESTABS_EXIT,JOB_CREATION,JOB_DESTRUCTION,NET_JOB_CREATION,YEAR,state,STARTUP_RATE,EXIT_RATE,JOB_CREATION_RATE,JOB_DESTRUCTION_RATE,FIRM_DEATH_RATE,STATE_NAME
23585,27711,352138,2670,4115,3795,71799,62770,9029,1982,35,14.85,13.69,20.39,17.83,11.32,New Mexico
317011,360591,5951950,30555,39199,41304,870756,893927,-23171,1982,36,10.87,11.45,14.63,15.02,9.64,New York
92092,113505,1992773,9723,13372,13719,263362,288524,-25162,1982,37,11.78,12.09,13.22,14.48,10.56,North Carolina
14048,16186,178138,1378,1911,1915,30604,27612,2992,1982,38,11.81,11.83,17.18,15.5,9.81,North Dakota
156355,197058,3512406,15044,19923,22236,450185,565404,-115219,1982,39,10.11,11.28,12.82,16.1,9.62,Ohio
57826,67985,995022,6610,10739,8857,214067,160140,53927,1982,40,15.8,13.03,21.51,16.09,11.43,Oklahoma
51531,60681,771931,7103,8223,9795,117245,176592,-59347,1982,41,13.55,16.14,15.19,22.88,13.78,Oregon
176891,215426,3962006,15560,21029,22645,538573,579541,-40968,1982,42,9.76,10.51,13.59,14.63,8.8,Pennsylvania
18480,20639,333966,1647,2035,2299,45513,52469,-6956,1982,44,9.86,11.14,13.63,15.71,8.91,Rhode Island
45731,55696,948356,5224,6826,7259,136126,154332,-18206,1982,45,12.26,13.03,14.35,16.27,11.42,South Carolina
14429,16402,173777,1468,1785,2028,26019,30167,-4148,1982,46,10.88,12.36,14.97,17.36,10.17,South Dakota
68749,83717,1404455,8019,10657,11120,215834,238333,-22499,1982,47,12.73,13.28,15.37,16.97,11.66,Tennessee
258663,324146,5470034,29367,50884,40550,1174841,886538,288303,1982,48,15.7,12.51,21.48,16.21,11.35,Texas
23959,28621,435749,2969,4218,4141,80412,77411,3001,1982,49,14.74,14.47,18.45,17.77,12.39,Utah
11725,13089,167772,1093,1640,1487,22236,24360,-2124,1982,50,12.53,11.36,13.25,14.52,9.32,Vermont
80427,99812,1651418,8286,12051,11783,247828,256222,-8394,1982,51,12.07,11.81,15.01,15.52,10.3,Virginia
76421,91145,1234320,8871,12695,12785,211011,242739,-31728,1982,53,13.93,14.03,17.1,19.67,11.61,Washington
26557,31551,473519,2919,3552,4112,64254,77219,-12965,1982,54,11.26,13.03,13.57,16.31,10.99,West Virginia
81244,95332,1553778,7004,9499,9883,192907,223653,-30746,1982,55,9.96,10.37,12.42,14.39,8.62,Wisconsin
11787,13498,158600,1397,2169,1876,32284,33693,-1409,1982,56,16.07,13.9,20.36,21.24,11.85,Wyoming
53814,65471,1008620,5579,8360,8714,162809,200970,-38161,1983,1,12.77,13.31,16.14,19.93,10.37,Alabama
9174,10820,136155,872,2529,1293,38110,32396,5714,1983,2,23.37,11.95,27.99,23.79,9.51,Alaska
49266,60368,856642,5200,10102,7690,174995,166550,8445,1983,4,16.73,12.74,20.43,19.44,10.55,Arizona
37122,43186,581585,3608,5833,5087,91784,92051,-267,1983,5,13.51,11.78,15.78,15.83,9.72,Arkansas
438902,531259,8280440,44940,75920,67750,1567694,1593075,-25381,1983,6,14.29,12.75,18.93,19.24,10.24,California
64865,76473,1100338,7167,12277,10187,205818,230287,-24469,1983,8,16.05,13.32,18.7,20.93,11.05,Colorado
60884,69976,1295443,4522,8025,6536,182498,177471,5027,1983,9,11.47,9.34,14.09,13.7,7.43,Connecticut
10793,12458,248481,788,1645,1203,38020,30136,7884,1983,10,13.2,9.66,15.3,12.13,7.3,Delaware
14187,16235,334784,1201,2249,1787,61678,57791,3887,1983,11,13.85,11.01,18.42,17.26,8.47,District of Columbia
203807,245004,3236074,21402,40558,29909,633567,597329,36238,1983,12,16.55,12.21,19.58,18.46,10.5,Florida
89248,110897,1797323,8285,15834,12357,311310,294604,16706,1983,13,14.28,11.14,17.32,16.39,9.28,Georgia
18637,22540,310196,1648,3183,2429,51819,53463,-1644,1983,15,14.12,10.78,16.71,17.24,8.84,Hawaii
17551,20630,235080,1794,2881,2573,41441,42567,-1126,1983,16,13.97,12.47,17.63,18.11,10.22,Idaho
183223,216843,3846370,15548,25615,22437,570399,643979,-73580,1983,17,11.81,10.35,14.83,16.74,8.49,Illinois
83255,101407,1664173,7682,12369,10823,229134,263307,-34173,1983,18,12.2,10.67,13.77,15.82,9.23,Indiana
54838,65355,847949,4820,6792,6666,147600,146385,1215,1983,19,10.39,10.2,17.41,17.26,8.79,Iowa
48156,56687,732337,4378,6935,6179,108066,146998,-38932,1983,20,12.23,10.9,14.76,20.07,9.09,Kansas
52213,61997,913500,5171,7696,7724,137309,162323,-25014,1983,21,12.41,12.46,15.03,17.77,9.9,Kentucky
69621,83111,1239699,7075,11258,9840,211201,311738,-100537,1983,22,13.55,11.84,17.04,25.15,10.16,Louisiana
20189,23360,328060,1688,2884,2523,50771,46290,4481,1983,23,12.35,10.8,15.48,14.11,8.36,Maine
65766,79361,1342280,5082,10350,7590,226799,199675,27124,1983,24,13.04,9.56,16.9,14.88,7.73,Maryland
102837,120425,2356705,7581,13734,11163,366525,337991,28534,1983,25,11.4,9.27,15.55,14.34,7.37,Massachusetts
130051,157662,2679726,10795,19466,16249,408388,427898,-19510,1983,26,12.35,10.31,15.24,15.97,8.3,Michigan
72590,86232,1418719,5723,9888,8438,208010,235717,-27707,1983,27,11.47,9.79,14.66,16.61,7.88,Minnesota
36372,43098,588113,3607,5563,5545,89641,107893,-18252,1983,28,12.91,12.87,15.24,18.35,9.92,Mississippi
83961,100460,1599517,7423,12911,10911,245301,258325,-13024,1983,29,12.85,10.86,15.34,16.15,8.84,Missouri
18362,20975,199869,1681,2919,2433,35963,40042,-4079,1983,30,13.92,11.6,17.99,20.03,9.15,Montana
32331,37484,467811,2596,4247,3793,69090,76629,-7539,1983,31,11.33,10.12,14.77,16.38,8.03,Nebraska
17311,20106,339220,1980,3192,2931,60414,76969,-16555,1983,32,15.88,14.58,17.81,22.69,11.44,Nevada
19394,21949,340632,1525,2972,2238,54255,53297,958,1983,33,13.54,10.2,15.93,15.65,7.86,New Hampshire
140132,159975,2641734,11009,19448,15877,441552,415948,25604,1983,34,12.16,9.92,16.71,15.75,7.86,New Jersey
24557,28704,345582,2426,4528,3551,67439,74177,-6738,1983,35,15.77,12.37,19.51,21.46,9.88,New Mexico
324036,367855,5941400,27837,45228,37959,947761,964723,-16962,1983,36,12.3,10.32,15.95,16.24,8.59,New York
95056,116836,1997349,8697,15457,12179,288233,274601,13632,1983,37,13.23,10.42,14.43,13.75,9.15,North Carolina
14252,16398,174857,1250,1967,1755,27531,30884,-3353,1983,38,12.0,10.7,15.74,17.66,8.77,North Dakota
158071,198487,3420220,13072,21692,20131,490763,554101,-63338,1983,39,10.93,10.14,14.35,16.2,8.27,Ohio
58934,69169,922036,6765,10216,9004,162030,234021,-71991,1983,40,14.77,13.02,17.57,25.38,11.48,Oklahoma
51716,60858,758769,5633,8381,8234,128452,142019,-13567,1983,41,13.77,13.53,16.93,18.72,10.89,Oregon
180159,218717,3881132,13591,23887,20633,555666,644866,-89200,1983,42,10.92,9.43,14.32,16.62,7.54,Pennsylvania
18597,20694,332056,1447,2219,2067,45133,46323,-1190,1983,44,10.72,9.99,13.59,13.95,7.78,Rhode Island
47055,57256,935656,4538,7910,6368,141324,155409,-14085,1983,45,13.82,11.12,15.1,16.61,9.64,South Carolina
14536,16496,171522,1215,1846,1765,25326,27214,-1888,1983,46,11.19,10.7,14.77,15.87,8.36,South Dakota
69488,84006,1387968,7104,11267,10973,221571,239772,-18201,1983,47,13.41,13.06,15.96,17.28,10.22,Tennessee
267910,334938,5254284,29678,53043,42294,989422,1226070,-236648,1983,48,15.84,12.63,18.83,23.33,11.08,Texas
24495,29261,429086,2530,4375,3745,80324,86984,-6660,1983,49,14.95,12.8,18.72,20.27,10.33,Utah
11868,13238,166911,1043,1649,1478,22756,23961,-1205,1983,50,12.46,11.16,13.63,14.36,8.79,Vermont
82826,102654,1653757,7041,13219,10372,258917,249467,9450,1983,51,12.88,10.1,15.66,15.08,8.5,Virginia
79041,93853,1222272,7545,13941,11225,216555,228491,-11936,1983,53,14.85,11.96,17.72,18.69,9.55,Washington
26399,31377,430579,2616,3639,3806,57177,95483,-38306,1983,54,11.6,12.13,13.28,22.18,9.91,West Virginia
82717,96822,1509618,6102,10585,8870,197107,241579,-44472,1983,55,10.93,9.16,13.06,16.0,7.38,Wisconsin
11771,13476,138556,1401,1926,1954,25139,45089,-19950,1983,56,14.29,14.5,18.14,32.54,11.9,Wyoming
57420,69650,1099112,4928,10803,6647,214952,125009,89943,1984,1,15.51,9.54,19.56,11.37,8.58,Alabama
10243,11970,146084,1032,2616,1472,37912,29572,8340,1984,2,21.85,12.3,25.95,20.24,10.08,Alaska
53154,64517,965019,5003,11422,7300,233666,127046,106620,1984,4,17.7,11.31,24.21,13.17,9.41,Arizona
39255,45423,630611,3540,7088,4896,118994,72292,46702,1984,5,15.6,10.78,18.87,11.46,9.02,Arkansas
462353,556439,8956008,41966,86063,61201,1948519,1246963,701556,1984,6,15.47,11.0,21.76,13.92,9.08,California
68517,80543,1169745,7053,13646,9617,251193,184032,67161,1984,8,16.94,11.94,21.47,15.73,10.29,Colorado
63583,72865,1363758,4316,8912,6027,220445,148269,72176,1984,9,12.23,8.27,16.16,10.87,6.79,Connecticut
11166,12869,240161,879,1712,1303,41063,28518,12545,1984,10,13.3,10.13,17.1,11.87,7.87,Delaware
14219,16342,351304,1487,2192,2086,63799,46114,17685,1984,11,13.41,12.76,18.16,13.13,10.46,District of Columbia
216231,259125,3554269,22131,44031,30105,794352,483348,311004,1984,12,16.99,11.62,22.35,13.6,10.23,Florida
95283,117658,1975625,8118,18434,11748,399611,222223,177388,1984,13,15.67,9.98,20.23,11.25,8.52,Georgia
18970,22909,317889,1719,2915,2527,52818,45456,7362,1984,15,12.72,11.03,16.62,14.3,9.06,Hawaii
18424,21572,249300,1686,3243,2292,47382,33495,13887,1984,16,15.03,10.62,19.01,13.44,9.15,Idaho
186381,220669,4000296,16871,27139,23357,664874,506002,158872,1984,17,12.3,10.58,16.62,12.65,9.05,Illinois
85865,104299,1774043,8564,14187,11382,323641,214812,108829,1984,18,13.6,10.91,18.24,12.11,9.97,Indiana
55930,66604,881249,4800,7720,6514,135388,102617,32771,1984,19,11.59,9.78,15.36,11.64,8.58,Iowa
49938,58666,778878,4443,8062,6085,145766,98441,47325,1984,20,13.74,10.37,18.71,12.64,8.9,Kansas
54907,65163,988918,4709,9370,6207,190788,116363,74425,1984,21,14.38,9.53,19.29,11.77,8.58,Kentucky
71641,85595,1268768,7413,12484,10016,235444,203974,31470,1984,22,14.58,11.7,18.56,16.08,10.35,Louisiana
21589,24870,347557,1465,3565,2070,56471,36103,20368,1984,23,14.33,8.32,16.25,10.39,6.79,Maine
68625,82743,1447709,5571,11319,8011,275119,166731,108388,1984,24,13.68,9.68,19.0,11.52,8.12,Maryland
107752,125821,2509279,7048,15457,10029,434315,265481,168834,1984,25,12.28,7.97,17.31,10.58,6.54,Massachusetts
135321,163274,2834538,10794,20953,15356,518319,290304,228015,1984,26,12.83,9.41,18.29,10.24,7.98,Michigan
75774,89713,1517654,5831,11711,8290,269859,169890,99969,1984,27,13.05,9.24,17.78,11.19,7.7,Minnesota
38440,45578,636731,3366,6923,4464,120794,72411,48383,1984,28,15.19,9.79,18.97,11.37,8.76,Mississippi
86775,103659,1692260,8106,14296,11155,302225,205719,96506,1984,29,13.79,10.76,17.86,12.16,9.34,Missouri
19305,21973,208484,1678,3338,2343,41015,32413,8602,1984,30,15.19,10.66,19.67,15.55,8.69,Montana
33374,38634,488938,2668,4799,3669,82839,61403,21436,1984,31,12.42,9.5,16.94,12.56,7.99,Nebraska
18451,21339,371958,1728,3702,2485,78153,45597,32556,1984,32,17.35,11.65,21.01,12.26,9.37,Nevada
20967,23644,385049,1439,3694,2006,81177,38390,42787,1984,33,15.62,8.48,21.08,9.97,6.86,New Hampshire
144970,165526,2804414,10833,20728,15241,517402,347423,169979,1984,34,12.52,9.21,18.45,12.39,7.47,New Jersey
25750,29943,367155,2572,4835,3627,79214,58059,21155,1984,35,16.15,12.11,21.58,15.81,9.99,New Mexico
330819,375297,6189405,28588,45822,38510,1016874,774022,242852,1984,36,12.21,10.26,16.43,12.51,8.64,New York
101694,124144,2166092,9757,19954,12699,379799,213050,166749,1984,37,16.07,10.23,17.53,9.84,9.59,North Carolina
14790,16997,181332,1175,2213,1617,31162,24763,6399,1984,38,13.02,9.51,17.19,13.66,7.94,North Dakota
163290,203913,3592771,12406,23627,18296,585175,395632,189543,1984,39,11.59,8.97,16.29,11.01,7.6,Ohio
60619,71098,932768,6967,11016,9081,176452,162772,13680,1984,40,15.49,12.77,18.92,17.45,11.49,Oklahoma
54383,63717,807499,5012,9796,6936,159412,108845,50567,1984,41,15.37,10.89,19.74,13.48,9.22,Oregon
184526,223520,3976365,14153,25635,20895,616660,492318,124342,1984,42,11.47,9.35,15.51,12.38,7.67,Pennsylvania
19329,21421,353955,1329,2565,1881,59272,37708,21564,1984,44,11.97,8.78,16.75,10.65,6.88,Rhode Island
50193,60769,1004510,4912,10003,6534,180511,113625,66886,1984,45,16.46,10.75,17.97,11.31,9.79,South Carolina
15083,17106,181885,1171,2233,1634,31894,21580,10314,1984,46,13.05,9.55,17.54,11.86,7.76,South Dakota
74065,89433,1521060,6512,14079,8681,295456,164069,131387,1984,47,15.74,9.71,19.42,10.79,8.79,Tennessee
280182,349088,5534589,31422,57605,43465,1199034,911054,287980,1984,48,16.5,12.45,21.66,16.46,11.21,Texas
25465,30327,460283,2476,4592,3539,92039,63008,29031,1984,49,15.14,11.67,20.0,13.69,9.72,Utah
12771,14171,177576,878,2130,1206,29398,19107,10291,1984,50,15.03,8.51,16.56,10.76,6.87,Vermont
88167,108724,1776861,7495,16272,10294,322667,196199,126468,1984,51,14.97,9.47,18.16,11.04,8.5,Virginia
83972,99083,1311765,7319,15447,10271,254193,194927,59266,1984,53,15.59,10.37,19.38,14.86,8.72,Washington
27489,32521,441200,2574,4649,3507,70166,59569,10597,1984,54,14.3,10.78,15.9,13.5,9.36,West Virginia
85521,99976,1601802,6439,12145,9058,259864,166058,93806,1984,55,12.15,9.06,16.22,10.37,7.53,Wisconsin
11885,13616,138632,1227,1912,1772,27866,27953,-87,1984,56,14.04,13.01,20.1,20.16,10.32,Wyoming
58435,70929,1163406,6164,9895,8605,203575,167516,36059,1985,1,13.95,12.13,17.5,14.4,10.55,Alabama
10568,12353,152537,1502,2411,2026,39217,32823,6394,1985,2,19.52,16.4,25.71,21.52,14.21,Alaska
56223,67854,1075194,6119,11996,8667,275332,165298,110034,1985,4,17.68,12.77,25.61,15.37,10.88,Arizona
39571,45802,647100,4394,6222,5849,112993,95741,17252,1985,5,13.58,12.77,17.46,14.8,11.1,Arkansas
476452,570275,9335975,50852,86874,73059,1946854,1567062,379792,1985,6,15.23,12.81,20.85,16.79,10.67,California
69713,81894,1208311,8736,13287,11930,249083,212142,36941,1985,8,16.22,14.57,20.61,17.56,12.53,Colorado
64968,74425,1409801,5492,9067,7509,218019,172756,45263,1985,9,12.18,10.09,15.46,12.25,8.45,Connecticut
11500,13234,276706,941,1794,1424,68700,33558,35142,1985,10,13.56,10.76,24.83,12.13,8.18,Delaware
14009,16189,370751,1675,2086,2232,79904,60141,19763,1985,11,12.89,13.79,21.55,16.22,11.96,District of Columbia
224674,269233,3770477,26495,45840,35744,832581,613603,218978,1985,12,17.03,13.28,22.08,16.27,11.79,Florida
99184,122022,2124273,9821,18488,14096,426511,276531,149980,1985,13,15.15,11.55,20.08,13.02,9.9,Georgia
19068,23000,325115,1867,2797,2705,54278,47163,7115,1985,15,12.16,11.76,16.7,14.51,9.79,Hawaii
18562,21744,253891,2115,3083,2920,45461,40740,4721,1985,16,14.18,13.43,17.91,16.05,11.39,Idaho
187361,221909,4087179,17939,26361,25094,677249,596824,80425,1985,17,11.88,11.31,16.57,14.6,9.57,Illinois
86538,105105,1809781,8441,12632,11803,283954,247135,36819,1985,18,12.02,11.23,15.69,13.66,9.75,Indiana
54532,65120,854466,5894,6543,8024,120278,144620,-24342,1985,19,10.05,12.32,14.08,16.93,10.81,Iowa
49851,58569,808416,5215,7082,7164,150183,118811,31372,1985,20,12.09,12.23,18.58,14.7,10.46,Kansas
55357,65603,1024858,5784,8304,7856,167198,128715,38483,1985,21,12.66,11.98,16.31,12.56,10.45,Kentucky
71268,85247,1263734,8668,11346,11682,226508,230344,-3837,1985,22,13.31,13.7,17.92,18.23,12.16,Louisiana
22360,25630,352799,1898,3505,2746,59618,54255,5363,1985,23,13.68,10.71,16.9,15.38,8.49,Maine
70998,85388,1529893,6998,12495,9835,308663,207846,100817,1985,24,14.63,11.52,20.18,13.59,9.86,Maryland
110924,129351,2620030,8956,16029,12474,453667,341473,112194,1985,25,12.39,9.64,17.32,13.03,8.07,Massachusetts
138031,166378,2960433,12621,20666,17547,527216,403309,123907,1985,26,12.42,10.55,17.81,13.62,9.14,Michigan
76390,90422,1586749,7512,11156,10436,282197,212943,69254,1985,27,12.34,11.54,17.78,13.42,9.83,Minnesota
38436,45751,646831,4209,6004,5836,106895,97609,9286,1985,28,13.12,12.76,16.53,15.09,10.95,Mississippi
88164,105142,1737370,8904,13852,12347,291284,245197,46087,1985,29,13.17,11.74,16.77,14.11,10.1,Missouri
19242,21847,206024,2146,2858,2980,35298,37674,-2376,1985,30,13.08,13.64,17.13,18.29,11.15,Montana
33016,38255,497035,3491,4348,4725,80926,74189,6737,1985,31,11.37,12.35,16.28,14.93,10.57,Nebraska
18874,21781,388960,2170,3536,3093,78126,59328,18798,1985,32,16.23,14.2,20.09,15.25,11.5,Nevada
22277,25043,406154,1880,3976,2574,81211,58063,23148,1985,33,15.88,10.28,20.0,14.3,8.44,New Hampshire
149041,170208,2923722,12705,22266,17571,530713,426393,104320,1985,34,13.08,10.32,18.15,14.58,8.52,New Jersey
26033,30249,385683,2989,4563,4263,83721,65464,18257,1985,35,15.08,14.09,21.71,16.97,11.48,New Mexico
336697,381792,6435249,31974,48850,42289,1096753,882881,213872,1985,36,12.79,11.08,17.04,13.72,9.5,New York
105338,128242,2247394,9635,17540,13443,365085,282782,82303,1985,37,13.68,10.48,16.24,12.58,9.15,North Carolina
14533,16739,182246,1510,1824,2085,28356,27731,625,1985,38,10.9,12.46,15.56,15.22,10.39,North Dakota
164302,204641,3687367,15044,22561,21822,569497,465261,104236,1985,39,11.02,10.66,15.44,12.62,9.16,Ohio
59783,70353,974526,8173,9953,10686,213395,168378,45017,1985,40,14.15,15.19,21.9,17.28,13.67,Oklahoma
54968,64190,833035,6274,9182,8715,158036,132376,25660,1985,41,14.3,13.58,18.97,15.89,11.41,Oregon
186153,225265,4051678,16686,26137,24386,614458,541606,72852,1985,42,11.6,10.83,15.17,13.37,8.96,Pennsylvania
19715,21849,359159,1664,2676,2247,54767,50021,4746,1985,44,12.25,10.28,15.25,13.93,8.44,Rhode Island
51749,62625,1062884,5008,8824,6972,178019,143299,34720,1985,45,14.09,11.13,16.75,13.48,9.68,South Carolina
15050,17083,187554,1449,1981,2005,30616,24891,5725,1985,46,11.6,11.74,16.32,13.27,9.63,South Dakota
75126,90798,1567600,7859,12405,11018,271007,223735,47272,1985,47,13.66,12.13,17.29,14.27,10.46,Tennessee
283452,353327,5682219,36782,54637,50397,1183008,993817,189191,1985,48,15.46,14.26,20.82,17.49,12.98,Texas
25703,30545,479073,3113,4575,4353,90256,71199,19057,1985,49,14.98,14.25,18.84,14.86,12.11,Utah
13253,14663,182368,1193,2120,1620,29685,24650,5035,1985,50,14.46,11.05,16.28,13.52,9.0,Vermont
90940,111997,1879092,9906,16594,13341,339205,236802,102403,1985,51,14.82,11.91,18.05,12.6,10.89,Virginia
85154,100376,1343470,9241,14476,13199,245918,215254,30664,1985,53,14.42,13.15,18.3,16.02,10.85,Washington
27114,32126,442199,3398,4192,4591,66287,66078,209,1985,54,13.05,14.29,14.99,14.94,12.53,West Virginia
85673,100125,1635751,7952,11166,10991,238677,206052,32625,1985,55,11.15,10.98,14.59,12.6,9.28,Wisconsin
11834,13533,138604,1354,1868,1946,26577,26372,205,1985,56,13.8,14.38,19.17,19.03,11.44,Wyoming
59638,72877,1214885,6059,10467,8507,228960,176107,52853,1986,1,14.36,11.67,18.85,14.5,10.16,Alabama
10569,12386,145187,1620,2297,2265,34046,41570,-7524,1986,2,18.55,18.29,23.45,28.63,15.33,Alaska
58630,71300,1140911,6607,12659,9214,267812,203058,64754,1986,4,17.75,12.92,23.47,17.8,11.27,Arizona
39824,46205,669391,4292,6224,5805,124602,98434,26168,1986,5,13.47,12.56,18.61,14.71,10.78,Arkansas
490778,590423,9673488,49639,92093,71745,2019856,1643403,376453,1986,6,15.6,12.15,20.88,16.99,10.11,California
70193,83138,1219180,8659,13299,12020,242517,230004,12513,1986,8,16.0,14.46,19.89,18.87,12.34,Colorado
67055,76841,1440808,5179,9779,7330,218448,187269,31179,1986,9,12.73,9.54,15.16,13.0,7.72,Connecticut
12094,13942,284534,920,2056,1347,46719,39132,7587,1986,10,14.75,9.66,16.42,13.75,7.61,Delaware
14257,16620,382780,1237,2211,1776,64606,52313,12293,1986,11,13.3,10.69,16.88,13.67,8.68,District of Columbia
234208,281567,3967369,26502,48486,36096,870890,673964,196926,1986,12,17.22,12.82,21.95,16.99,11.32,Florida
102919,127210,2238346,10066,19796,14589,432431,321135,111296,1986,13,15.56,11.47,19.32,14.35,9.78,Georgia
19383,23589,342927,1655,3103,2507,66745,49413,17332,1986,15,13.15,10.63,19.46,14.41,8.54,Hawaii
18674,21929,257961,1988,3021,2835,45664,42146,3518,1986,16,13.78,12.93,17.7,16.34,10.65,Idaho
190045,226038,4200110,16342,27273,23037,676145,564865,111280,1986,17,12.07,10.19,16.1,13.45,8.6,Illinois
88150,107469,1865679,7739,13264,10866,298759,243347,55412,1986,18,12.34,10.11,16.01,13.04,8.78,Indiana
53648,64391,867737,5183,6505,7266,137736,126968,10768,1986,19,10.1,11.28,15.87,14.63,9.66,Iowa
49628,58629,828590,5238,7148,7099,137189,119179,18010,1986,20,12.19,12.11,16.56,14.38,10.55,Kansas
56221,66912,1058316,5463,8772,7444,172962,139341,33621,1986,21,13.11,11.13,16.34,13.17,9.72,Kentucky
70224,84698,1242510,8836,11173,11731,223097,247466,-24369,1986,22,13.19,13.85,17.96,19.92,12.58,Louisiana
23459,26887,367850,1967,4062,2790,65479,48273,17206,1986,23,15.11,10.38,17.8,13.12,8.38,Maine
74630,89860,1610110,5947,13154,8646,316106,234316,81790,1986,24,14.64,9.62,19.63,14.55,7.97,Maryland
114559,133944,2691403,9131,17606,12943,454974,382136,72838,1986,25,13.14,9.66,16.9,14.2,7.97,Massachusetts
140957,170808,3121126,12325,21709,17213,543926,376601,167325,1986,26,12.71,10.08,17.43,12.07,8.74,Michigan
77111,91745,1598505,7138,11452,10147,259455,247186,12269,1986,27,12.48,11.06,16.23,15.46,9.26,Minnesota
38947,46479,676911,3722,6042,5314,128681,100044,28637,1986,28,13.0,11.43,19.01,14.78,9.56,Mississippi
89892,107872,1805131,8572,14779,11982,324637,256013,68624,1986,29,13.7,11.11,17.98,14.18,9.54,Missouri
19077,21773,202972,2157,2874,2950,34753,37774,-3021,1986,30,13.2,13.55,17.12,18.61,11.31,Montana
32610,37987,501472,3166,4074,4360,77544,74016,3528,1986,31,10.72,11.48,15.46,14.76,9.71,Nebraska
19371,22480,407313,2174,3792,3083,80952,64854,16098,1986,32,16.87,13.71,19.87,15.92,11.22,Nevada
24014,27041,425245,2034,4759,2751,85376,66081,19295,1986,33,17.6,10.17,20.08,15.54,8.47,New Hampshire
153536,175224,2984737,12968,23246,18162,524982,455332,69650,1986,34,13.27,10.37,17.59,15.26,8.45,New Jersey
26333,30869,385836,2955,4780,4155,76141,76023,118,1986,35,15.48,13.46,19.73,19.7,11.22,New Mexico
342545,388941,6591480,31495,49771,42518,1119782,939270,180512,1986,36,12.8,10.93,16.99,14.25,9.19,New York
109100,133249,2325626,9593,18792,13714,375826,299499,76327,1986,37,14.1,10.29,16.16,12.88,8.79,North Carolina
